"Obj","Labl","Def","NAVID;English","TA2ID","English","Synonyms","Latin","Synonyms","Fran?ais","Synonyms","Espa?ol","Sin?nimos","Portugues","Sin?nimos","Italiano","Polski","Parsi","Deutsch","T?rk?e","Hindi","??"
"x","","x","","3289","Middle lobe of right lung","","Lobus medius pulmonis dextri","","Lobe moyen du poumon droit","","L?bulo medio del pulm?n derecho","","Lobo m?dio do pulm?o direito","","Lobo medio del polmone destro","P?at ?rodkowy prawego p?uca","???? ????? ?? ????","Mittellappen der rechten lunge","Sa? akci?erin orta lobu","?????? ?????? ?? ???? ???","????"
"","x","","","3290","Lateral segment of right lung (SIV)","%Segment 4 of right lung%S4","Segmentum laterale pulmonis dextri (SIV)","%Segmentum IV pulmonis dextri","Segment lat?ral du poumon droit (SIV)","%Segment IV du poumon droit","Segmento lateral del pulm?n derecho (SIV)","%Segmento IV del pulm?n derecho","Segmento lateral do pulm?o direito (SIV)","%Segmento IV do pulm?o direito","Segmento laterale del polmone destro (SIV)","Segment boczny p?uca prawego (SIV)","??? ?????? ?? ????","Laterales segment der rechten lunge (SIV)","Sa? akci?er yanal segmenti (SIV)","?????? ?????? ?? ????? ??? (SIV)","????? (SIV)"
"","x","","","3291","Medial segment of right lung (SV)","%Segment 5 of right lung%S5","Segmentum mediale pulmonis dextri (SV)","%Segmentum V pulmonis dextri","Segment m?dial du poumon droit (SV)","%Segment V du poumon droit","Segmento medial del pulm?n derecho (SV)","%Segmento V del pulm?n derecho","Segmento medial do pulm?o direito (SV)","%Segmento V do pulm?o direito","Segmento mediale del polmone destro (SV)","Segment przy?rodkowy p?uca prawego (SV)","??? ????? ?? ????","Mediales segment der rechten lunge (SV)","Sa? akci?er medial segmenti (SV)","?????? ?????? ?? ?????? ??? (SV)","????? (SV)"
"","x","x","","3292","Oblique fissure of right lung","","Fissura obliqua pulmonis dextri","","Scissure oblique du poumon droit","","Fisura oblicua del pulm?n derecho","","Fissura obl?qua do pulm?o direito","","Scissura obliqua del polmone destro","Szczelina sko?na p?uca prawego","???? ???? ?? ????","Schr?ge fissur der rechten lunge","Sa? akci?er oblik fiss?r?","?????? ?????? ?? ????? ????","????"
"x","","x","","3293","Inferior lobe of right lung","","Lobus inferior pulmonis dextri","%Lobus dorsocaudalis","Lobe inf?rieur du poumon droit","","L?bulo inferior del pulm?n derecho","","Lobo inferior do pulm?o direito","","Lobo inferiore del polmone destro","P?at dolny p?uca prawego","???? ?????? ?? ????","Unterlappen der rechten lunge","Sa? akci?erin alt lobu","?????? ?????? ?? ????? ???","????"
"","x","","","3294","Superior segment of right lung (SVI)","%Segment 6 of right lung%S6","Segmentum superius pulmonis dextri (SVI)","%Segmentum VI pulmonis dextri","Segment sup?rieur du poumon droit (SVI)","%Segment VI du poumon droit","Segmento superior del pulm?n derecho (SVI)","%Segmento VI del pulm?n derecho","Segmento superior do pulm?o direito (SVI)","%Segmento VI do pulm?o direito","Segmento superiore del polmone destro (SVI)","Segment g?rnym p?uca prawego  (SVI)","??? ?????? ?? ????","Oberes segment der rechten lunge (SVI)","Sa? akci?erin ?st segmenti (SVI)","?????? ?????? ?? ???????? ??? (SVI)","???? (SVI)"
"","x","","","3295","Medial basal segment of right lung (SVII)","%Segment 7 of right lung%S7","Segmentum basale mediale pulmonis dextri (SVII)","%Segmentum VII pulmonis dextri%Segmentum cardiacum pulmonis dextri","Segment basal m?dial du poumon droit (SVII)","%Segment VII du poumon droit","Segmento basal medial del pulm?n derecho (SVII)","%Segmento VII del pulm?n derecho","Segmento medial basal do pulm?o direito (SVII)","%Segmento VII do pulm?o direito","Segmento basale mediale del polmone destro (SVII)","Segment podstawny przy?rodkowy p?uca prawego (SVII)","??? ????? -???? ?? ?? ????","Mediales basales segment der rechten lunge (VII)","Sa? akci?er medial bazal segmenti (SVII)","?????? ?????? ?? ?????? ???? ??? (VII)","??????? (VII)"
"","x","","","3296","Anterior basal segment of right lung (SVIII)","%Segment 8 of right lung%S8","Segmentum basale anterius pulmonis dextri (SVIII)","%Segmentum VIII pulmonis dextri","Segment basal ant?rieur du poumon droit (SVIII)","%Segment VIII du poumon droit","Segmento basal anterior del pulm?n derecho (SVIII)","%Segmento VIII del pulm?n derecho","Segmento basal anterior do pulm?o direito (SVIII)","%Segmento VIII do pulm?o direito","Segmento basale anteriore del polmone destro (SVIII)","Segment podstawny przedni p?uca prawego (SVIII)","??? ????- ???? ?? ?? ????","Vorderes basales segment der rechten lunge (VIII)","Sa? akci?er ?n bazal segmenti (SVIII)","?????? ?????? ?? ????????? ???? ??? (VIII)","?????? (VIII)"
"","x","","","3297","Lateral basal segment of right lung (SIX)","%Segment 9 of right lung%S9","Segmentum basale laterale pulmonis dextri (SIX)","%Segmentum IX pulmonis dextri","Segment basal lat?ral du poumon droit (SIX)","%Segment IX du poumon droit","Segmento basal lateral del pulm?n derecho (SIX)","%Segmento IX del pulm?n derecho","Segmento basal lateral do pulm?o direito (SIX)","%Segmento IX do pulm?o direito","Segmento basale laterale del polmone destro (SIX)","Segment podstawny boczny p?uca prawego (SIX)","??? ??????-???? ?? ?? ????","Laterales basales segment der rechten lunge (SIX)","Sa? akci?erin lateral bazal segmenti (SIX)","?????? ?????? ?? ????? ???? ??? (SIX)","??????? (SIX)"
"","x","","","3298","Posterior basal segment of right lung (SX)","%Segment 10 of right lung%S10","Segmentum basale posterius pulmonis dextri (SX)","%Segmentum X pulmonis dextri","Segment basal post?rieur du poumon droit (SX)","%Segment X du poumon droit","Segmento basal posterior del pulm?n derecho (SX)","%Segmento X del pulm?n derecho","Segmento basal posterior do pulm?o direito (SX)","%Segmento X do pulm?o direito","Segmento basale posteriore del polmone destro (SX)","Segment podstawny tylny p?uca prawego (SX)","??? ???-???? ?? ?? ????","Posteriores basales segment der rechten lunge (SX)","Sa? akci?erin arka bazal segmenti (SX)","?????? ?????? ?? ????? ???? ??? (SX)","?????? (SX)"
"","x","x","3497*1;Left lung","3299","Left lung","","Pulmo sinister","","Poumon gauche","","Pulmon izquierdo","","Pulm?o esquerdo","","Polmone sinistro","P?uco lewye","?? ??","Linke lunge","Sol akci?er","???? ??????","??"
"x","","x","","3300","Superior lobe of left lung","%upper lobe of left lung","Lobus superior pulmonis sinistri","%Lobus ventrocranialis","Lobe sup?rieur du poumon gauche","","L?bulo superior del pulm?n izquierdo","","Lobo superior do pulm?o esquerdo","","Lobo superiore del polmone sinistro","P?at g?rny p?uca lewego","???? ?????? ?? ??","Oberlappen der linken lunge","Sol akci?erin ?st lobu","???? ?????? ?? ???????? ???","????"
"","x","x","","3301","Apicoposterior segment of left lung (SI+SII)","%Segment 1+2 of left lung%S1+2","Segmentum apicoposterius pulmonis sinistri (SI+SII)","%Segmentum I+II pulmonis sinistri","Segment apicopost?rieur du poumon gauche (SI+SII)","%Segment I+II du poumon gauche","Segmento apicoposterior del pulm?n izquierdo (SI+SII)","%Segmento I+II del pulm?n izquierdo","Segmento apicoposterior do pulm?o esquerdo (SI+SII)","%Segmento I+II do pulm?o esquerdo","Segmento apicodorsale del polmone sinistro (SI+SII)","Segment szczytowo-tylny p?uca lewego (SI + SII)","??? ???-??? ?? ??","Apikoposteriorer abschnitt der linken lunge (SI+SII)","Sol akci?erin apikal-arka segmenti (SI+SII)","???? ?????? ?? ??????????????? ??? (SI + SII )","????? (SI+SII)"
"","x","x","","3302","Anterior segment of left lung (SIII)","%Segment 3 of left lung%S3","Segmentum anterius pulmonis sinistri (SIII)","%Segmentum III pulmonis sinistri","Segment ant?rieur du poumon gauche (SIII)","%Segment III du poumon gauche","Segmento anterior del pulm?n izquierdo (SIII)","%Segmento III del pulm?n izquierdo","Segmento anterior do pulm?o esquerdo (SIII)","%Segmento III do pulm?o esquerdo","Segmento anteriore del polmone sinistro (SIII)","Segment przedni p?uca lewego (SIII)","??? ???? ?? ??","Vorderes segment der linken lunge (SIII)","Sol akci?er ?n segmenti (SIII)","???? ?????? ?? ????????? ??? (SIII)","???? (SIII)"
"","x","x","3517;Cardiac notch of left lung","3303","Cardiac notch of left lung","","Incisura cardiaca pulmonis sinistri","","Incisure cardiaque du poumon gauche","","Incisura card?aca del pulm?n izquierdo","","Incisura card?aca do pulm?o esquerdo","","Incisura cardiaca del polmone sinistro","Wci?cie sercowe p?uca lewego","?????? ??? ?? ??","Herzkerbe der linken lunge","Sol akci?erin kardiyak ?enti?i","???? ?????? ?? ???????? ??????","??????"
"","x","x","","3304","Lingula of left lung","","Lingula pulmonis sinistri","","Lingula du poumon gauche","","Lingula del pulm?n izquierdo","","Lingula do pulm?o esquerdo","","Lingula del polmone sinistro","J?zyczek p?uca lewego","????? ?? ??","Lingula der linken lunge","Sol akci?erin lingula","???? ?????? ?? ???????","???"
"","x","x","","3305","Superior lingular segment of left lung (SIV)","%Segment 4 of left lung%S4","Segmentum lingulare superius pulmonis sinistri (SIV)","%Segmentum IV pulmonis sinistri","Segment lingulaire sup?rieur du poumon gauche (SIV)","%Segment IV du poumon gauche","Segmento lingular superior del pulm?n izquierdo (SIV)","%Segmento IV del pulm?n izquierdo","Segmento lingular superior do pulm?o esquerdo (SIV)","%Segmento IV do pulm?o esquerdo","Segmento lingulare superiore del polmone sinistro (SIV)","Segment j?zyczkowy g?rny p?uca lewego (SIV)","??? ????? ?? ?????? ?? ??","Oberes lingul?res segment der linken lunge (SIV)","Sol akci?erin ?st?n lingular segmenti (SIV)","???? ?????? ?? ???????? ??????? ??? (SIV)","????? (SIV)"
"","x","x","","3306","Inferior lingular segment of left lung (SV)","%Segment 5 of left lung%S5","Segmentum lingulare inferius pulmonis sinistri (SV)","%Segmentum V pulmonis sinistri","Segment lingulaire inf?rieur du poumon gauche (SV)","%Segment V du poumon gauche","Segmento lingular inferior del pulm?n izquierdo (SV)","%Segmento V del pulm?n izquierdo","Segmento lingular inferior do pulm?o esquerdo (SV)","%Segmento V do pulm?o esquerdo","Segmento lingulare inferiore del polmone sinistro (SV)","Segment j?zyczkowy dolny p?uca lewego (SV)","??? ????? ?? ?????? ?? ??","Unteres lingul?res segment der linken lunge (SV)","Sol akci?erin alt ling?ler segmenti (SV)","???? ?????? ?? ????????? ????? ??? (????)","????? (SV)"
"","x","x","","3307","Oblique fissure of left lung","","Fissura obliqua pulmonis sinistri","","Scissure oblique du poumon gauche","","Fisura oblicua del pulm?n izquierdo","","Fissura obl?qua do pulm?o esquerdo","","Scissura obliqua del polmone sinistro","Szczelina sko?na p?uca lewego","???? ???? ?? ??","Schr?ge fissur der linken lunge","Sol akci?erin e?ik fiss?r?","???? ?????? ?? ????? ????","????"
"x","","x","","3308","Inferior lobe of left lung","","Lobus inferior pulmonis sinistri","%Lobus dorsocaudalis","Lobe inf?rieur du poumon gauche","","L?bulo inferior del pulm?n izquierdo","","Lobo inferior do pulm?o esquerdo","","Lobo inferiore del polmone sinistro","P?at dolny p?uca lewego","???? ?????? ?? ??","Unterlappen der linken lunge","Sol akci?erin alt lobu","???? ?????? ?? ????? ???","????"
"","x","x","","3309","Superior segment of left lung (SVI)","%Segment 6 of left lung%S6","Segmentum superius pulmonis sinistri (SVI)","%Segmentum VI pulmonis sinistri","Segment sup?rieur du poumon gauche (SVI)","%Segment VI du poumon gauche","Segmento superior del pulm?n izquierdo (SVI)","%Segmento VI del pulm?n izquierdo","Segmento superior do pulm?o esquerdo (SVI)","%Segmento VI do pulm?o esquerdo","Segmento superiore del polmone sinistro (SVI)","Segment g?rny p?uca lewego (SVI)","??? ?????? ?? ??","Oberes segment der linken lunge (SVI)","Sol akci?erin ?st segmenti (SVI)","???? ?????? ?? ???????? ??? (??????)","???? (SVI)"
"","x","","","3310","Medial basal segment of left lung (SVII)","%Segment 7 of left lung%S7","Segmentum basale mediale pulmonis sinistri (SVII)","%Segmentum VII pulmonis sinistri%Segmentum cardiacum pulmonis sinistri","Segment basal m?dial du poumon gauche/segment cardique (SVII)","%Segment VII du poumon gauche","Segmento basal medial del pulm?n izquierdo (SVII)","%Segmento VII del pulm?n izquierdo","Segmento medial basal do pulm?o esquerdo (SVII)","%Segmento VII do pulm?o esquerdo","Segmento basale mediale del polmone sinistro (SVII)","Segment podstawny przy?rodkowy p?uca lewego (SVII)","??? ?????-???? ?? ?? ??","Mediales basales segment der linken lunge (SVII)","Sol akci?erin medial bazal segmenti (SVII)","???? ?????? ?? ?????? ???? ??? (SVII)","??????? (SVII)"
"","","","","3311","(Anteromedial basal segment of left lung)","%Segment 7+8 of left lung%S7+8","(Segmentum basale anteromediale pulmonis sinistri)","%Segmentum VII+VIII pulmonis sinistri","(Segment basal ant?rom?dial du poumon gauche)","%Segment VII+VIII du poumon gauche","(Segmento basal anteromedial del pulm?n izquierdo)","%Segmento VII+VIII del pulm?n izquierdo","(Segmento ?ntero-medial basal do pulm?o esquerdo)","%Segmento VII+VIII do pulm?o esquerdo","(Segmento basale anteromediale del polmone sinistro)","(Segment podstawny przednio-przy?rodkowy p?uca lewego)","??? ????- ?????- ???? ?? ?? ??","(Anteromediales basales segment der linken lunge)","(Sol akci?erin anteromedial bazal segmenti)","(???? ?????? ?? ???????????? ???? ???)","(?????????"
"","x","x","","3312","Anterior basal segment of left lung (SVIII)","%Segment 8 of left lung%S8","Segmentum basale anterius pulmonis sinistri (SVIII)","%Segmentum VIII pulmonis sinistri","Segment basal ant?rieur du poumon gauche (SVIII)","%Segment VIII du poumon gauche","Segmento basal anterior del pulm?n izquierdo (SVIII)","%Segmento VIII del pulm?n izquierdo","Segmento basal anterior do pulm?o esquerdo (SVIII)","%Segmento VIII do pulm?o esquerdo","Segmento basale anteriore del polmone sinistro (SVIII)","Segment podstawny przedni p?uca lewego (SVIII)","??? ????- ???? ?? ?? ??","Anteriores basales segment der linken lunge (SVIII)","Sol akci?erin ?n bazal segmenti (SVIII)","???? ?????? ?? ????????? ???? ??? (SVIII)","?????? (SVIII)"
"","x","x","","3313","Lateral basal segment of left lung (SIX)","%Segment 9 of left lung%S9","Segmentum basale laterale pulmonis sinistri (SIX)","%Segmentum IX pulmonis sinistri","Segement basal lat?ral du poumon gauche (SIX)","%Segment IX du poumon gauche","Segmento basal lateral del pulm?n izquierdo (SIX)","%Segmento IX del pulm?n izquierdo","Segmento basal lateral do pulm?o esquerdo (SIX)","%Segmento IX do pulm?o esquerdo","Segmento basale laterale del polmone sinistro (SIX)","Segment podstawny boczny p?uca lewego (SIX)","??? ??????-???? ?? ?? ??","Seitliches basales segment der linken lunge (SIX)","Sol akci?erin lateral bazal segmenti (SIX)","???? ?????? ?? ????? ???? ??? (SIX )","??????? (SIX)"
"","x","x","","3314","Posterior basal segment of left lung (SX)","%Segment 10 of left lung%S10","Segmentum basale posterius pulmonis sinistri (SX)","%Segmentum X pulmonis sinistri","Segement basal post?rieur du poumon gauche (SX)","%Segment X du poumon gauche","Segmento basal posterior del pulm?n izquierdo (SX)","%Segmento X del pulm?n izquierdo","Segmento basal posterior do pulm?o esquerdo (SX)","%Segmento X do pulm?o esquerdo","Segmento basale posteriore del polmone sinistro (SX)","Segment podstawny tylny p?uca lewego (SX)","??? ??? -???? ?? ?? ??","Posteriores basales segment der linken lunge (SX)","Sol akci?erin arka bazal segmenti (SX)","???? ?????? ?? ???? ?? ???? ??? (SX )","?????? (SX)"
"","","x","3547;Pleural cavity","3316","Pleural cavity","","Cavitas pleuralis","%Cavum pleurae","Cavit? pleurale","","Cavidad pleural","","Cavidade pleural","","Cavit? pleurica","Jama op?ucnej","?????? ?? ????","Pleurah?hle","plevral bo?luk","????????   ?????? ","???"
"","","","3556;Pleural recesses","3317","Pleural recesses","","Recessus pleurales","%Sinus pleurae%Pleural sinuses","R?cessus pleural","%Sinus pleural","Recesos pleurales","%Seno pleural","Recessos pleurais","%Seio Pleural","Recessi pleurici","Zachy?ki op?ucnowe","?? ??? ??? ?? ???? ??","Pleuravertiefungen","plevral girintiler","???????? ?????? ","????"
"","","x","3557;Costodiaphragmatic recess","3318","Costodiaphragmatic recess","%Costophrenic sulcus","Recessus costodiaphragmaticus","%Sinus phrenicocostalis","R?cesus costodiaphragmique","%Sinus phr?nicocostal","Receso costodiafragm?tico","%Seno frenicocostal","Recesso costodiafragm?tico","%Seio Frenicocostal","Recesso costodiaframmatico","Zachy?ek ?ebrowo-przeponowy","?? ??? ???? ?? ???? ???? ??","Recessus costodiaphragmaticus","kostodiyafragmatik girinti","???????????????????? ??????","????"
"","","x","3558;Costomediastinal recess","3319","Costomediastinal recess","","Recessus costomediastinalis","%Sinus costomediastinalis","R?cessus costom?diastinal","%Sinus costom?diastinal","Receso costomediastinal","%Seno costomediast?nal","Recesso costomediastinal","%Seio costomediastinal","Recesso costomediastinico","Zachy?ek ?ebrowo-?r?dpiersiowy","?? ??? ???? ??- ???? ???? ??","Costomediastinaler rezess","kostomediastinal girinti","?????????????????? ??????","?????"
"","","","","3320","Phrenicomediastinal recess","","Recessus phrenicomediastinalis","%Sinus phrenicomediastinalis","R?cessus phr?nicom?diastinal","%Sinus phr?nicom?diastinal","Receso fr?nicomediastinal","%Seno frenicomediast?nal","Recesso frenicomediastinal","%Seio frenicomediastinal","Recesso frenomediastinico","Zachy?ek przeponowo-?r?dpiersiowy","?? ??? ???? ???? ??-???? ???? ??","Phrenikomediastinaler recessus","Frenikomediastinal girinti","???????????????????? ??????","?????"
