
"English;Latin;Français;Español;Portugues;Italiano;TA2ID"
"Posterior caecal artery;Arteria caecalis posterior;Artère caecale postérieure;Arteria cecal posterior;Artéria cecal posterior;Arteria cecale posteriore;4260"
"Appendicular artery;Arteria appendicularis;Artère appendiculaire;Arteria apendicular;Artéria apendicular;Arteria appendicolare;4261"
"Ileal branch of ileocolic artery;Ramus ilealis arteriae ileocolicae;Branche iléale de l'artère iléocolique;Rama ileal de la arteria ileocólica;Ramo ileal da artéria ileocólica;Ramo ileale dell'arteria ileocolica;4262"
"Colic branch of ileocolic artery;Ramus colicus arteriae ileocolicae;Branche colique de l'artère iléocolique;Rama cólica de la arteria ileocólica;Ramo cólico da artéria ileocólica;Ramo colico dell'arteria ileocolica;4263"
"Right colic artery;Arteria colica dextra;Artère colique droite;Arteria cólica derecha;Artéria cólica direita;Arteria colica destra;4264"
"Middle colic artery;Arteria colica media;Artère colique moyenne;Arteria cólica media;Artéria cólica média;Arteria colica media;4265"
"Marginal artery;Arteria marginalis coli;Artère colique marginale;Arteria marginal del colon;Artéria cólica marginal;Arteria marginale del colon;4266"
"Intercolic anastomotic artery;Arteria anastomotica intercolica;Artère anastomotique intercolique;Arteria anastomótica intercólica;Artéria anastomótica intercólica;Arteria anastomotica intercolica;4267"
"Middle suprarenal artery;Arteria suprarenalis media;Artère surrénale moyenne;Arteria suprarrenal media;Artéria suprarrenal média;Arteria surrenale media;4268"
"Renal artery;Arteria renalis;Artère rénale;Arteria renal;Artéria renal;Arteria renale;4269"
"Capsular branches of renal artery;Rami capsulares arteriae renalis;Branches capsulaires de l'artère rénale;Ramas capsulares de la arteria renal;Ramos capsulares da artéria renal;Rami capsulari dell'arteria renale;4270"
"Inferior suprarenal artery;Arteria suprarenalis inferior;Artère surrénale inférieure;Arteria suprarrenal inferior;Artéria suprarrenal inferior;Arteria surrenale inferiore;4271"
"Anterior branch of renal artery;Ramus anterior arteriae renalis;Branche antérieure de l'artère rénale;Rama anterior de la arteria renal;Ramo anterior da artéria renal;Ramo anteriore dell'arteria renale;4272"
"Superior segmental artery of kidney;Arteria segmenti superioris renis;Artère segmentaire supérieure du rein;Arteria segmentaria superior del riñón;Artéria segmentar superior do rim;Arteria del segmento superiore del rene;4273"
"Anterior superior segmental artery of kidney;Arteria segmenti anterioris superioris renis;Artère segmentaire antérosupérieure du rein;Arteria segmentaria anterior superior del riñón;Artéria segmentar anterosuperior do rim;Arteria del segmento antero-superiore del rene;4274"
"Anterior inferior segmental artery of kidney;Arteria segmenti anterioris inferioris renis;Artère segmentaire antéroinférieure du rein;Arteria segmentaria anterior inferior del riñón;Artéria segmentar anteroinferior do rim;Arteria del segmento antero-inferiore del rene;4275"
"Inferior segmental artery of kidney;Arteria segmenti inferioris renis;Artère segmentaire inférieure du rein;Arteria segmentaria inferior del riñón;Artéria segmentar inferior do rim;Arteria del segmento inferiore del rene;4276"
"Posterior branch of renal artery;Ramus posterior arteriae renalis;Branche postérieure de l'artère rénale;Rama posterior de la arteria renal;Ramo posterior da artéria renal;Ramo posteriore dell'arteria renale;4277"
"Posterior segmental artery of kidney;Arteria segmenti posterioris renis;Artère segmentaire postérieure du rein;Arteria segmentaria posterior del riñón;Artéria segmentar posterior do rim;Arteria del segmento posteriore del rene;4278"
"Ureteric branches of renal artery;Rami ureterici arteriae renalis;Branches urétériques de l'artère rénale;Ramas uretericas de la arteria renal;Ramos ureterais da artéria renal;Rami ureterali dell'arteria renale;4279"
"Intrarenal arteries;Arteriae intrarenales;Artères intrarénales;Arterias intrarrenales;Artérias intrarrenais;Arterie intrarenali;4280"
"Interlobar artery of kidney;Arteria interlobaris renis;Artère interlobaire du rein;Arteria interlobar del riñón;Artéria interlobar do rim;Arteria interlobare del rene;4281"
"Arcuate artery of kidney;Arteria arcuata renis;Artère arquée du rein;Arteria arqueada del riñón;Artéria arqueada do rim;Arteria arcuata del rene;4282"
"Interlobular artery of kidney;Arteria interlobularis renis arteria corticalis radiata;Artère interlobulaire du rein;Arteria interlobular del riñón;Artéria interlobular do rim;Arteria interlobulare del rene;4283"
"(Accessory renal artery);(Arteria renalis accessorial);(Artère rénale accessoire);(Arteria renal accesoria);(Artéria renal acessória);(Arteria renale accessoria);4284"
"Ovarian artery;Arteria ovarica;Artère ovarique;Arteria ovárica;Artéria ovariana;Arteria ovarica;4285"
"Ureteric branches of ovarian artery;Rami ureterici arteriae ovaricae;Branches urétériques de l'artère ovarique;Ramas uretéricas de la arteria ovárica;Ramos ureterais da artéria ovariana;Rami ureterali dell'arteria ovarica;4286"
"Tubal branches of ovarian artery;Rami tubarii arteriae ovaricae;Branches tubaires de l'artère ovarique;Ramas tubáricas de la arteria ovárica;Ramos tubários da artéria ovariana;Rami tubarici dell'arteria ovarica;4287"
"Testicular artery;Arteria testicularis;Artère testiculaire;Arteria testicular;Artéria testicular;Arteria testicolare;4288"
"Ureteric branches of testicular;Rami ureterici arteriae testicularis artery;Branches urétériques de l'artère testiculaire;Ramas uretéricas de la arteria testícular;Ramos ureterais do testículo;Rami ureterali del testicolo;4289"
"Epididymal branches of testicular artery;Rami epididymici arteriae testicularis;Branches épididymaires de l'artère testiculaire;Ramas epididimarias de la arteria testicular;Ramos epididimários da artéria testicular;Rami epididimali dell'arteria testicolare;4290"
"Inferior mesenteric artery;Arteria mesenterica inferior;Artère mésentérique inférieure;Arteria mesentérica inferior;Artéria mesentérica inferior;Arteria mesenterica inferiore;4291"
"Left colic artery;Arteria colica sinistra;Artère colique gauche;Arteria cólica izquierda;Artéria cólica esquerda;Arteria colica sinistra;4292"
"Ascending branch of left colic artery;Ramus ascendens arteriae;Branche ascendante de l'artère colique gauche;Rama ascendente de la arteria cólica izquierda;Ramo ascendente da artéria cólica esquerda;Ramo ascendente dell'arteria colica sinistra;4293"
"Descending branch of left colic artery;Ramus descendens arteriae colicae sinistrae;Branche descendante de l'artère colique gauche;Rama descendente de la arteria cólica izquierda;Ramo descendente da artéria cólica esquerda;Ramo discendente dell'arteria colica sinistra;4294"
"Sigmoid arteries;Arteriae sigmoideae;Artères sigmoïdes;Arterias sigmoideas;Artérias sigmóides;Arterie sigmoidee;4295"
"Superior anorectal artery;Arteria anorectalis superior;Artère anorectale supérieure;Arteria anorrectal superior;Artéria anorretal superior;Arteria emorroidaria superiore;4296"
"Aortic bifurcation;Bifurcation aortae;Bifurcation aortique;Bifurcación aórtica;Bifurcação aórtica;Biforcazione aortica;4297"
"Median sacral artery;Arteria sacralis mediana;Artère sacrale médiane;Arteria sacral mediana;Artéria sacral mediana;Arteria sacrale mediana;4298"
"Arteriae lumbales imae;Arteriae lumbales imae;Artères lombales imae;Arterias lumbales imae;Arteriae lumbales imae;Arterie lombari ime;4299"
"Lateral sacral branches of median sacral artery;Rami sacrales latérales arteriae sacralis medianae;Branches sacrales latérales de l'artère sacrale méd;Ramas sacrales laterales de la arteria sacral mediana;Ramos sacrais laterais da mediana;Rami sacrali laterali;4300"
"Common iliac artery;Arteria iliaca communis;Artère iliaque commune;Arteria ilíaca común;Artéria ilíaca comum;Arteria iliaca comune;4301"
"Internal iliac artery;Arteria iliaca interna;Artère iliaque interne;Arteria ilíaca interna;Artéria ilíaca interna;Arteria iliaca interna;4302"
"Posterior division of internal iliac artery;Divisio posterior arteriae iliacae internaecus;Division postérieure de l'artère iliaque interne;División posterior de la arteria ilíaca interna;Divisão posterior da artéria ilíaca interna;Divisione posteriore dell'arteria iliaca interna;4303"
"Iliolumbar artery;Arteria iliolumbalis;Artère iliolombaire;Arteria iliolumbar;Artéria iliolombar;Arteria ileolombare;4304"
"Lumbar branch of iliolumbar artery;Ramus lumbalis arteriae iliolumbalis;Branche lombaire de l'artère iliolombaire;Rama lumbar de la arteria iliolumbar;Ramo lombar da artéria iliolombar;Ramo lombare dell'arteria ileo-lombare;4305"
"Spinal branch of iliolumbar artery;Ramus spinalis arteriae iliolumbalis;Branche spinale de l'artère iliolombaire;Rama espinal de la arteria iliolumbar;Ramo espinhal da artéria iliolombar;Ramo spinale dell'arteria ileo-lombare;4306"
"Iliacus branch of iliolumbar artery;Ramus iliacus arteriae iliolumbalis;Branche iliaque de l'artère iliolombaire;Rama ilíaca de la arteria iliolumbar;Ramo ilíaco da artéria iliolombar;Ramo iliaco dell'arteria ileo-lombare;4307"
"Lateral sacral arteries;Arteriae sacrales latérales;Artères sacrales latérales;Arterias sacrales laterales;Artérias sacrais laterais;Arterie sacrali laterali;4308"
"Spinal branches of lateral sacral artery;Rami spinales arteriae sacralis lateralis;Branches spinales de l'artère sacrale latérale;Ramas espinales de la arteria sacral lateral;Ramos espinhais da artéria sacral lateral;Rami spinali dell'arteria sacrale laterale;4309"
"Superior gluteal artery;Arteria glutea superior;Artère glutéale supérieure;Arteria glútea superior;Artéria glútea superior;Arteria glutea superiore;4310"
"Superficial branch of superior gluteal artery;Ramus superficialis arteriae gluteae superioris;Branche superficielles de l'artère glutéale supérieure;Rama superficial de la arteria glútea superior;Ramo superficial da artéria glútea superior;Ramo superficiale dell'arteria glutea superiore;4311"
"Deep branch of superior gluteal artery;Ramus profundus arteriae gluteae superioris;Branche profonde de l'artère glutéale supérieure;Rama profunda de la arteria glútea superior;Ramo profundo da artéria glútea superior;Ramo profondo dell'arteria glutea superiore;4312"
"Superior branch of superior gluteal artery;Ramus superior arteriae gluteae superioris;Branche supérieure de l'artère glutéale supérieure;Rama superior de la arteria glútea superior;Ramo superior da artéria glútea superior;Ramo superiore dell'arteria glutea superiore;4313"
"Inferior branch of superior gluteal artery;Ramus inferior arteriae gluteae superioris;Branche inférieure de l'artère glutéale supérieure;Rama inferior de la arteria glútea superior;Ramo inferior da artéria glútea superior;Ramo inferiore dell'arteria glutea superiore;4314"
"Anterior division of internal iliac artery;Divisio anterior arteriae iliacae internae;Division antérieure de l'artère iliaque interne;División anterior de la arteria ilíaca interna;Divisão anterior do interno ilíaco interno;Divisione anteriore dell'arteria iliaca interna;4315"
"Umbilical artery;Arteria umbilicalis;Artère ombilicale;Arteria umbilical;Artéria umbilical;Arteria ombelicale;4316"
"Patent part of umbilical artery;Pars patens arteriae umbilicalis;Partie patente de l'artère ombillicale;Porción patente de la arteria umbilical;Parte patente da artéria umbilical;Parte pervia dell'arteria ombelicale;4317"
"Artery of ductus deferens;Arteria ductus deferentis;Artère du conduit déférent;Arteria del conducto deferente;Artéria do canal deferente;Arteria vescicolo-deferenziale;4318"
"Ureteric branches of artery of ductus deferens;Rami ureterici arteriae ductus deferentis;Branches urétériques de l'artère du conduit déférent;Ramas uretericas de la arteria del conducto deferente;Ramos ureterais da artéria do ducto deferente;Rami ureterali dell'arteria vescicolo-deferenziale;4319"
"Superior vesical arteries;Arteriae vesicales superiores;Artères vésicales supérieures;Arterias vesicales superiores;Artérias vesicais superiores;Arterie vescicali superiori;4320"
"Occluded part of umbilical artery;Pars occlusa arteriae umbilicalis;Partie fibreuse de l'artère ombillicale;Porción fibrosa de la arteria umbilical;Pars fibrosa arteriae artéria umbilical;Parte occlusa dell'arteria ombelicale;4321"
"Medial umbilical ligament;Ligamentum umbilicale mediale;Ligament ombillical médial;Ligamento umbilical medial;Ligamento umbilical medial;Legamento ombelicale mediale;4322"
"Obturator artery;Arteria obturatoria;Artère obturatrice;Arteria obturatriz;Artéria obturadora;Arteria otturatoria;4323"
"Pubic branch of obturator artery;Ramus pubicus arteriae obturatoriae;Branche pubienne de l'artère obturatrice;Rama púbica de la arteria obturatriz;Ramo púbico da artéria obturadora;Ramo pubico dell'arteria otturatoria;4324"
"Acetabular branch of obturator artery;Ramus acetabularis arteriae obturatoriae;Branche acétabulaire de l'artère obturatrice;Rama acetabular de la arteria obturatriz;Ramo acetabular da artéria obturadora;Ramo acetabolare dell'arteria otturatoria;4325"
"Anterior branch of obturator artery;Ramus anterior arteriae obturatoriae;Branche antérieure de l'artère obturatrice;Rama anterior de la arteria obturatriz;Ramo anterior da artéria obturadora;Ramo anteriore dell'arteria otturatoria;4326"
"Posterior branch of obturator artery;Ramus posterior arteriae obturatoriae;Branche postérieure de l'artère obturatrice;Rama posterior de la arteria obturatriz;Ramo posterior da artéria obturadora;Ramo posteriore dell'arteria otturatoria;4327"
